1025579	[]
712664	[]
1331154	[46:3.0,77:3.0]
2632461	[]
44937	[]
656399	[]
439011	[]
1436762	[]
1644750	[]
2031561	[]
616720	[]
2467008	[]
975874	[]
701730	[]
1614320	[]
115498	[]
931626	[]
699878	[]
1694958	[]
66414	[]
2519847	[]
948069	[]
67315	[]
704249	[]
454417	[]
1995318	[]
2158448	[]
574843	[]
714960	[]
620771	[]
253876	[]
1632700	[]
603277	[]
79160	[]
1859725	[]
283774	[]
1983667	[]
2267507	[]
1813349	[]
2424721	[]
1275804	[]
1204327	[]
2143489	[]
672980	[]
166100	[]
2031561	[]
1176140	[]
2336133	[]
1521836	[]
117277	[]
326587	[]
1961542	[]
1041552	[]
1678346	[95:3.526439]
643182	[]
2182301	[]
2502669	[]
2211030	[]
603277	[]
214166	[]
1723799	[]
161893	[]
2149668	[]
575830	[]
2173816	[]
1571675	[]
516082	[]
551817	[]
352622	[]
369215	[]
922922	[]
1342387	[]
2445916	[]
1857979	[]
468582	[]
2541025	[]
266808	[]
1478381	[]
754135	[]
635607	[]
1083500	[]
507921	[]
1844503	[]
1827995	[]
1890622	[]
2181957	[]
2554745	[]
1794933	[]
1016977	[]
1659731	[]
824097	[]
2630686	[]
644003	[]
785314	[]
243963	[]
229220	[]
1447783	[]
2580478	[]
2599087	[]
2352464	[]
1912665	[]
588844	[]
816064	[]
1744889	[]
1216014	[]
1729814	[]
2289614	[]
1777904	[]
1479492	[]
2460625	[]
2043316	[]
2330282	[]
2098867	[]
1395430	[]
1754013	[]
56069	[3:2.6076953]
1913324	[]
1419837	[]
1571931	[]
1505897	[]
147748	[]
1214457	[]
110112	[]
2153146	[]
1395557	[]
1833399	[]
1492345	[]
581894	[]
66358	[]
512852	[]
1191521	[]
439011	[]
963134	[]
1295693	[]
1456155	[]
1488844	[]
822109	[]
885013	[]
30878	[]
823519	[]
893988	[]
124105	[]
1248029	[]
1842128	[]
2238063	[]
1503895	[]
2207774	[]
2590061	[]
2442	[]
543865	[]
1209119	[]
804919	[]
1086807	[]
1711859	[24:3.4641016]
372233	[]
1080361	[]
1245640	[]
558634	[]
2165002	[]
1181550	[]
1227322	[]
427928	[]
814701	[]
808731	[]
662870	[]
337541	[]
786312	[]
1133214	[]
1537427	[]
1209954	[]
2381599	[]
525356	[]
1910569	[]
2263586	[]
2421815	[]
1009622	[]
1481961	[]
401047	[]
2179073	[]
1434636	[82:2.436326]
1745265	[]
885013	[]
1997470	[]
30878	[]
840543	[]
2477414	[]
1409354	[]
589967	[]
264160	[]
2084362	[]
1881496	[]
240705	[]
1650301	[]
1815614	[]
1454357	[]
624145	[]
1310327	[]
2012897	[]
17063	[]
47411	[]
966474	[]
1985633	[]
47195	[]
2365827	[]
2451669	[]
378377	[]
2029786	[]
2183726	[]
36818	[]
1247469	[]
729471	[]
2371776	[]
1903571	[]
1422810	[]
2101722	[]
2187025	[]
122846	[]
167540	[]
1518964	[]
154819	[]
161395	[]
2083234	[]
1083500	[]
119496	[]
440789	[]
1109700	[]
145212	[]
1977959	[]
1919026	[]
1227322	[]
1307897	[]
1673185	[19:4.0]
2129174	[]
1265763	[]
2059967	[]
202667	[]
795530	[]
1314869	[]
1792741	[]
1439500	[]
2060352	[]
2608615	[]
1306845	[]
2439493	[37:3.8505542]
1033053	[]
1522645	[]
284829	[]
425908	[]
8043	[]
1987569	[]
888291	[]
2549238	[]
238740	[]
753555	[]
538221	[]
1553204	[]
2055615	[]
1836230	[]
1521657	[]
1074603	[]
1022629	[]
956943	[]
1242529	[]
1315827	[]
1374216	[]
1611056	[]
365944	[]
1419757	[]
2283320	[]
1266847	[]
2625420	[65:1.0]
1199825	[]
2085613	[]
2215923	[]
1731066	[]
1563429	[]
2489923	[]
24373	[]
387341	[]
989483	[]
2439493	[37:3.8505542]
2054694	[]
1566617	[]
686079	[]
1298291	[]
1828803	[]
827427	[]
637343	[]
1650181	[]
767958	[]
2598906	[]
2083367	[]
858454	[]
290716	[]
1664010	[]
1095791	[]
2066932	[]
2307303	[]
592416	[]
71594	[]
1569109	[]
507498	[]
1411392	[]
1353529	[]
491531	[]
1118268	[]
180392	[]
2563095	[]
2606799	[]
1367651	[]
798296	[]
1613086	[]
2200741	[]
1619179	[]
1488171	[]
140274	[]
2171849	[]
776067	[]
1312746	[]
2183726	[]
1484808	[]
567159	[]
1079206	[]
1848557	[]
1168738	[]
1835276	[]
1195319	[]
1801389	[]
1316174	[]
144543	[]
1047985	[]
1031567	[]
1744054	[]
1526236	[]
667730	[]
2349173	[]
1314869	[]
1076545	[]
2414026	[]
80843	[]
2131832	[]
2432482	[]
2127049	[]
2340654	[]
2189806	[]
1232194	[]
1902302	[]
1045336	[]
1572057	[]
1692631	[]
101277	[]
2513009	[]
2232338	[]
2273952	[]
1287571	[]
1386253	[]
2291741	[]
407560	[]
1714672	[]
277072	[]
1943087	[]
712664	[]
1907667	[]
1966165	[]
1583391	[]
2480084	[]
1987434	[]
1567328	[]
951709	[]
1794216	[]
2400678	[]
998229	[]
2641857	[]
1331887	[]
1276913	[]
1663216	[]
1174530	[]
1488957	[46:4.4941854]
1319997	[]
1936617	[]
2238860	[]
1447354	[]
1980082	[]
617782	[]
1948839	[]
754082	[]
1645486	[]
2285616	[]
247794	[]
1350497	[]
180151	[]
660580	[]
2370740	[]
1657077	[]
2218269	[]
513841	[]
1174811	[]
2328558	[]
307910	[]
2235716	[]
1355247	[]
1120091	[]
2065726	[]
1419003	[]
2351571	[]
844736	[]
2429465	[]
1420990	[]
2367490	[]
1678346	[95:3.526439]
1038795	[]
2309150	[]
2625420	[65:1.0]
1508073	[]
2168171	[]
1192830	[]
1821073	[39:3.0]
606684	[]
2459804	[]
2579794	[]
1146509	[]
2304864	[]
1061246	[]
1707414	[]
2542972	[]
2455524	[]
206809	[]
2109332	[]
2250613	[]
1744125	[]
1445871	[]
2434480	[]
1495055	[]
1641999	[]
416556	[39:3.0]
1858921	[]
308618	[]
962533	[]
1751359	[]
877775	[]
1291226	[]
947134	[]
1280524	[]
1488035	[]
1624961	[]
641016	[]
1360410	[]
157146	[]
183476	[]
1364085	[]
1436762	[]
1608985	[]
2298339	[]
931782	[]
1986819	[]
1888170	[]
1761255	[]
1985755	[]
2443756	[]
2268573	[]
1553054	[]
2604824	[]
1338852	[]
1559022	[]
1001129	[]
425044	[]
789969	[]
1322807	[]
2418707	[]
961578	[]
2171841	[]
1123276	[]
1551517	[]
2320264	[]
2439493	[37:3.8505542]
1427279	[]
2468097	[]
2592598	[]
2308224	[]
559221	[]
2540808	[]
2128440	[]
75549	[]
2450433	[]
2198070	[]
1431160	[]
1217641	[]
736562	[]
1924236	[]
493009	[]
1330901	[]
105221	[]
890937	[]
382913	[]
2513650	[]
1265764	[]
1488844	[]
1109700	[]
652121	[]
138873	[]
1488298	[]
1977959	[]
2173816	[]
2491085	[]
2502155	[]
427561	[]
2343652	[]
2245549	[]
1297367	[]
578525	[]
2046765	[]
1906860	[]
44266	[]
783808	[]
556141	[]
2409550	[]
1764820	[]
2164942	[]
1001129	[]
1607574	[]
2538880	[]
1941915	[]
1582182	[]
478176	[50:3.710102]
1026380	[]
2191732	[]
1788346	[]
266172	[]
368514	[]
1755550	[]
1319657	[]
2065106	[]
2176223	[]
2111183	[]
1166912	[]
1475986	[]
2608615	[]
664203	[]
765129	[]
1970006	[]
1512138	[]
989704	[]
1129423	[]
2625420	[65:1.0]
2343417	[]
1000457	[]
1206421	[]
2030896	[]
759345	[]
449337	[]
1736960	[]
1497056	[]
1740618	[]
2073853	[]
1641247	[]
2496012	[]
520854	[]
335572	[]
2165853	[]
1224299	[]
1514348	[]
1530995	[]
2374670	[]
772005	[]
491331	[]
1299281	[]
427928	[]
1453384	[]
1866585	[]
1080872	[90:4.0]
2176766	[]
897692	[]
2343908	[]
1190429	[]
1504131	[]
2441465	[]
658069	[]
2119007	[]
1910569	[]
804627	[]
311641	[]
2266083	[]
1564058	[]
1161725	[]
963677	[]
2003092	[]
907840	[]
862759	[]
